Year,Month,Category,Material Type,Weight (lbs)
2005,Jan,Recycle,R-Mixed recycling,"43,857"
2005,Feb,Recycle,R-Mixed recycling,"38,734"
2005,Mar,Recycle,R-Mixed recycling,"41,562"
2005,Apr,Recycle,R-Mixed recycling,"41,390"
2005,May,Recycle,R-Mixed recycling,"51,570"
2005,Jun,Recycle,R-Mixed recycling,"52,310"
2005,Jul,Recycle,R-Mixed recycling,"16,900"
2005,Aug,Recycle,R-Mixed recycling,"51,640"
2005,Sep,Recycle,R-Mixed recycling,"52,655"
2005,Oct,Recycle,R-Mixed recycling,"45,376"
2005,Nov,Recycle,R-Mixed recycling,"47,454"
2005,Dec,Recycle,R-Mixed recycling,"28,200"
2005,Jan,Landfill,L-Landfill,"244,980"
2005,Feb,Landfill,L-Landfill,"195,980"
2005,Mar,Landfill,L-Landfill,"190,340"
2005,Apr,Landfill,L-Landfill,"274,060"
2005,May,Landfill,L-Landfill,"226,340"
2005,Jun,Landfill,L-Landfill,"306,820"
2005,Jul,Landfill,L-Landfill,"126,700"
2005,Aug,Landfill,L-Landfill,"218,540"
2005,Sep,Landfill,L-Landfill,"243,480"
2005,Oct,Landfill,L-Landfill,"245,920"
2005,Nov,Landfill,L-Landfill,"243,000"
2005,Dec,Landfill,L-Landfill,"170,900"
2006,Jan,Recycle,R-Mixed recycling,"42,515"
2006,Feb,Recycle,R-Mixed recycling,"34,395"
2006,Mar,Recycle,R-Mixed recycling,"50,976"
2006,Apr,Recycle,R-Mixed recycling,"46,795"
2006,May,Recycle,R-Mixed recycling,"59,962"
2006,Jun,Recycle,R-Mixed recycling,"42,600"
2006,Jul,Recycle,R-Mixed recycling,"36,530"
2006,Aug,Recycle,R-Mixed recycling,"41,090"
2006,Sep,Recycle,R-Mixed recycling,"51,775"
2006,Oct,Recycle,R-Mixed recycling,"56,995"
2006,Nov,Recycle,R-Mixed recycling,"7,540"
2006,Dec,Recycle,R-Mixed recycling,"8,826"
2006,Jan,Landfill,L-Landfill,"253,780"
2006,Feb,Landfill,L-Landfill,"226,980"
2006,Mar,Landfill,L-Landfill,"242,760"
2006,Apr,Landfill,L-Landfill,"218,520"
2006,May,Landfill,L-Landfill,"304,480"
2006,Jun,Landfill,L-Landfill,"287,400"
2006,Jul,Landfill,L-Landfill,"135,460"
2006,Aug,Landfill,L-Landfill,"197,360"
2006,Sep,Landfill,L-Landfill,"267,520"
2006,Oct,Landfill,L-Landfill,"322,680"
2006,Nov,Landfill,L-Landfill,"239,420"
2006,Dec,Landfill,L-Landfill,"160,960"
2007,Jan,Recycle,R-Mixed recycling,"61,710"
2007,Feb,Recycle,R-Mixed recycling,"30,520"
2007,Mar,Recycle,R-Mixed recycling,"43,339"
2007,Apr,Recycle,R-Mixed recycling,"32,180"
2007,May,Recycle,R-Mixed recycling,"28,670"
2007,Jun,Recycle,R-Mixed recycling,"46,749"
2007,Jul,Recycle,R-Mixed recycling,"61,260"
2007,Aug,Recycle,R-Mixed recycling,"27,580"
2007,Sep,Recycle,R-Mixed recycling,"34,920"
2007,Oct,Recycle,R-Mixed recycling,"52,863"
2007,Nov,Recycle,R-Mixed recycling,"34,060"
2007,Dec,Recycle,R-Mixed recycling,"31,488"
2007,Jan,Landfill,L-Landfill,"219,740"
2007,Feb,Landfill,L-Landfill,"225,620"
2007,Mar,Landfill,L-Landfill,"244,440"
2007,Apr,Landfill,L-Landfill,"215,820"
2007,May,Landfill,L-Landfill,"252,980"
2007,Jun,Landfill,L-Landfill,"557,180"
2007,Jul,Landfill,L-Landfill,"191,680"
2007,Aug,Landfill,L-Landfill,"150,920"
2007,Sep,Landfill,L-Landfill,"260,360"
2007,Oct,Landfill,L-Landfill,"272,960"
2007,Nov,Landfill,L-Landfill,"255,180"
2007,Dec,Landfill,L-Landfill,"148,380"
2008,Jan,Recycle,R-Mixed recycling,"36,718"
2008,Feb,Recycle,R-Mixed recycling,"33,980"
2008,Mar,Recycle,R-Mixed recycling,"53,860"
2008,Apr,Recycle,R-Mixed recycling,"57,280"
2008,May,Recycle,R-Mixed recycling,"65,255"
2008,Jun,Recycle,R-Mixed recycling,"73,620"
2008,Jul,Recycle,R-Mixed recycling,"39,440"
2008,Aug,Recycle,R-Mixed recycling,"45,020"
2008,Sep,Recycle,R-Mixed recycling,"43,660"
2008,Oct,Recycle,R-Mixed recycling,"38,600"
2008,Nov,Recycle,R-Mixed recycling,"39,239"
2008,Dec,Recycle,R-Mixed recycling,"24,760"
2008,Jan,Landfill,L-Landfill,"239,020"
2008,Feb,Landfill,L-Landfill,"261,460"
2008,Mar,Landfill,L-Landfill,"237,360"
2008,Apr,Landfill,L-Landfill,"260,220"
2008,May,Landfill,L-Landfill,"245,320"
2008,Jun,Landfill,L-Landfill,"358,380"
2008,Jul,Landfill,L-Landfill,"160,180"
2008,Aug,Landfill,L-Landfill,"181,260"
2008,Sep,Landfill,L-Landfill,"209,820"
2008,Oct,Landfill,L-Landfill,"281,400"
2008,Nov,Landfill,L-Landfill,"232,620"
2008,Dec,Landfill,L-Landfill,"205,880"
2009,Jan,Recycle,R-Mixed recycling,"39,260"
2009,Feb,Recycle,R-Mixed recycling,"27,200"
2009,Mar,Recycle,R-Mixed recycling,"1,100"
2009,Apr,Recycle,R-Mixed recycling,"51,420"
2009,May,Recycle,R-Mixed recycling,"41,257"
2009,Jun,Recycle,R-Mixed recycling,"39,608"
2009,Jul,Recycle,R-Mixed recycling,"46,101"
2009,Aug,Recycle,R-Mixed recycling,"25,160"
2009,Sep,Recycle,R-Mixed recycling,"50,815"
2009,Oct,Recycle,R-Mixed recycling,"69,793"
2009,Nov,Recycle,R-Mixed recycling,"60,866"
2009,Dec,Recycle,R-Mixed recycling,"26,937"
2009,Jan,Landfill,L-Landfill,"231,060"
2009,Feb,Landfill,L-Landfill,"220,460"
2009,Mar,Landfill,L-Landfill,"272,260"
2009,Apr,Landfill,L-Landfill,"226,240"
2009,May,Landfill,L-Landfill,"231,540"
2009,Jun,Landfill,L-Landfill,"281,260"
2009,Jul,Landfill,L-Landfill,"142,520"
2009,Aug,Landfill,L-Landfill,"150,320"
2009,Sep,Landfill,L-Landfill,"173,880"
2009,Oct,Landfill,L-Landfill,"224,960"
2009,Nov,Landfill,L-Landfill,"164,440"
2009,Dec,Landfill,L-Landfill,"156,420"
2010,Jan,Recycle,R-Mixed recycling,"37,977"
2010,Feb,Recycle,R-Mixed recycling,"59,046"
2010,Mar,Recycle,R-Mixed recycling,"67,465"
2010,Apr,Recycle,R-Mixed recycling,"38,185"
2010,May,Recycle,R-Mixed recycling,"61,349"
2010,Jun,Recycle,R-Mixed recycling,"71,076"
2010,Jul,Recycle,R-Mixed recycling,"32,651"
2010,Aug,Recycle,R-Mixed recycling,"37,472"
2010,Sep,Recycle,R-Mixed recycling,"69,899"
2010,Oct,Recycle,R-Mixed recycling,"58,664"
2010,Nov,Recycle,R-Mixed recycling,"37,228"
2010,Dec,Recycle,R-Mixed recycling,"34,471"
2010,Jan,Compost,C-Organics,0
2010,Feb,Compost,C-Organics,0
2010,Mar,Compost,C-Organics,"25,756"
2010,Apr,Compost,C-Organics,0
2010,May,Compost,C-Organics,"16,720"
2010,Jun,Compost,C-Organics,"10,812"
2010,Jul,Compost,C-Organics,"7,524"
2010,Aug,Compost,C-Organics,"11,514"
2010,Sep,Compost,C-Organics,"2,622"
2010,Oct,Compost,C-Organics,"5,472"
2010,Nov,Compost,C-Organics,"8,208"
2010,Dec,Compost,C-Organics,"27,360"
2010,Jan,Landfill,L-Landfill,"211,808"
2010,Feb,Landfill,L-Landfill,"214,949"
2010,Mar,Landfill,L-Landfill,"180,020"
2010,Apr,Landfill,L-Landfill,"196,860"
2010,May,Landfill,L-Landfill,"181,180"
2010,Jun,Landfill,L-Landfill,"314,359"
2010,Jul,Landfill,L-Landfill,"133,216"
2010,Aug,Landfill,L-Landfill,"185,086"
2010,Sep,Landfill,L-Landfill,"190,725"
2010,Oct,Landfill,L-Landfill,"259,448"
2010,Nov,Landfill,L-Landfill,"210,320"
2010,Dec,Landfill,L-Landfill,"200,712"
2011,Jan,Recycle,R-Mixed recycling,"45,054"
2011,Feb,Recycle,R-Mixed recycling,"48,462"
2011,Mar,Recycle,R-Mixed recycling,"45,994"
2011,Apr,Recycle,R-Mixed recycling,"52,843"
2011,May,Recycle,R-Mixed recycling,"57,642"
2011,Jun,Recycle,R-Mixed recycling,"96,892"
2011,Jul,Recycle,R-Mixed recycling,"44,441"
2011,Aug,Recycle,R-Mixed recycling,"88,223"
2011,Sep,Recycle,R-Mixed recycling,"72,444"
2011,Oct,Recycle,R-Mixed recycling,"50,949"
2011,Nov,Recycle,R-Mixed recycling,"31,327"
2011,Dec,Recycle,R-Mixed recycling,"15,966"
2011,Jan,Compost,C-Organics,0
2011,Feb,Compost,C-Organics,"2,730"
2011,Mar,Compost,C-Organics,"8,208"
2011,Apr,Compost,C-Organics,"6,496"
2011,May,Compost,C-Organics,"17,100"
2011,Jun,Compost,C-Organics,"20,520"
2011,Jul,Compost,C-Organics,"19,494"
2011,Aug,Compost,C-Organics,"25,992"
2011,Sep,Compost,C-Organics,"30,096"
2011,Oct,Compost,C-Organics,"15,732"
2011,Nov,Compost,C-Organics,"20,520"
2011,Dec,Compost,C-Organics,"15,732"
2011,Jan,Landfill,L-Landfill,"306,632"
2011,Feb,Landfill,L-Landfill,"109,824"
2011,Mar,Landfill,L-Landfill,"275,820"
2011,Apr,Landfill,L-Landfill,"253,216"
2011,May,Landfill,L-Landfill,"265,060"
2011,Jun,Landfill,L-Landfill,"316,616"
2011,Jul,Landfill,L-Landfill,"107,628"
2011,Aug,Landfill,L-Landfill,"156,748"
2011,Sep,Landfill,L-Landfill,"179,030"
2011,Oct,Landfill,L-Landfill,"271,568"
2011,Nov,Landfill,L-Landfill,"252,982"
2011,Dec,Landfill,L-Landfill,"152,840"
2012,Jan,Recycle,R-Mixed recycling,"37,246"
2012,Feb,Recycle,R-Mixed recycling,"42,816"
2012,Mar,Recycle,R-Mixed recycling,"56,945"
2012,Apr,Recycle,R-Mixed recycling,"62,603"
2012,May,Recycle,R-Mixed recycling,"91,554"
2012,Jun,Recycle,R-Mixed recycling,"90,682"
2012,Jul,Recycle,R-Mixed recycling,"45,283"
2012,Aug,Recycle,R-Mixed recycling,"48,795"
2012,Sep,Recycle,R-Mixed recycling,"91,217"
2012,Oct,Recycle,R-Mixed recycling,"82,292"
2012,Nov,Recycle,R-Mixed recycling,"87,154"
2012,Dec,Recycle,R-Mixed recycling,"42,388"
2012,Jan,Compost,C-Organics,"12,996"
2012,Feb,Compost,C-Organics,"64,296"
2012,Mar,Compost,C-Organics,"70,056"
2012,Apr,Compost,C-Organics,"99,960"
2012,May,Compost,C-Organics,"93,000"
2012,Jun,Compost,C-Organics,"97,480"
2012,Jul,Compost,C-Organics,"77,704"
2012,Aug,Compost,C-Organics,"115,164"
2012,Sep,Compost,C-Organics,"97,328"
2012,Oct,Compost,C-Organics,"155,860"
2012,Nov,Compost,C-Organics,"122,712"
2012,Dec,Compost,C-Organics,"74,580"
2012,Jan,Landfill,L-Landfill,"228,608"
2012,Feb,Landfill,L-Landfill,"177,272"
2012,Mar,Landfill,L-Landfill,"161,804"
2012,Apr,Landfill,L-Landfill,"139,600"
2012,May,Landfill,L-Landfill,"181,920"
2012,Jun,Landfill,L-Landfill,"232,356"
2012,Jul,Landfill,L-Landfill,"76,876"
2012,Aug,Landfill,L-Landfill,"102,920"
2012,Sep,Landfill,L-Landfill,"125,176"
2012,Oct,Landfill,L-Landfill,"158,428"
2012,Nov,Landfill,L-Landfill,"137,520"
2012,Dec,Landfill,L-Landfill,"85,320"
2013,Jan,Recycle,R-Mixed recycling,"94,287"
2013,Feb,Recycle,R-Mixed recycling,"75,867"
2013,Mar,Recycle,R-Mixed recycling,"80,279"
2013,Apr,Recycle,R-Mixed recycling,"87,315"
2013,May,Recycle,R-Mixed recycling,"84,843"
2013,Jun,Recycle,R-Mixed recycling,"108,971"
2013,Jul,Recycle,R-Mixed recycling,"67,543"
2013,Aug,Recycle,R-Mixed recycling,"51,101"
2013,Sep,Recycle,R-Mixed recycling,"100,348"
2013,Oct,Recycle,R-Mixed recycling,"85,760"
2013,Nov,Recycle,R-Mixed recycling,"67,536"
2013,Dec,Recycle,R-Mixed recycling,"53,544"
2013,Jan,Compost,C-Organics,"107,524"
2013,Feb,Compost,C-Organics,"95,828"
2013,Mar,Compost,C-Organics,"96,092"
2013,Apr,Compost,C-Organics,"128,660"
2013,May,Compost,C-Organics,"140,744"
2013,Jun,Compost,C-Organics,"107,380"
2013,Jul,Compost,C-Organics,"96,812"
2013,Aug,Compost,C-Organics,"101,028"
2013,Sep,Compost,C-Organics,"103,792"
2013,Oct,Compost,C-Organics,"131,356"
2013,Nov,Compost,C-Organics,"110,728"
2013,Dec,Compost,C-Organics,"86,492"
2013,Jan,Landfill,L-Landfill,"138,000"
2013,Feb,Landfill,L-Landfill,"136,420"
2013,Mar,Landfill,L-Landfill,"141,880"
2013,Apr,Landfill,L-Landfill,"151,500"
2013,May,Landfill,L-Landfill,"156,600"
2013,Jun,Landfill,L-Landfill,"173,820"
2013,Jul,Landfill,L-Landfill,"116,200"
2013,Aug,Landfill,L-Landfill,"85,580"
2013,Sep,Landfill,L-Landfill,"120,148"
2013,Oct,Landfill,L-Landfill,"142,260"
2013,Nov,Landfill,L-Landfill,"140,740"
2013,Dec,Landfill,L-Landfill,"111,540"
2013,May,Reuse,D-Swap For Good,800
2014,Jun,Reuse,D-Donations,10074
2014,Jan,Recycle,R-Mixed recycling,"70,381"
2014,Feb,Recycle,R-Mixed recycling,"78,520"
2014,Mar,Recycle,R-Mixed recycling,"68,800"
2014,Apr,Recycle,R-Mixed recycling,"89,350"
2014,May,Recycle,R-Mixed recycling,"95,027"
2014,Jun,Recycle,R-Mixed recycling,"121,129"
2014,Jul,Recycle,R-Mixed recycling,"80,207"
2014,Aug,Recycle,R-Mixed recycling,"122,920"
2014,Sep,Recycle,R-Mixed recycling,"96,575"
2014,Oct,Recycle,R-Mixed recycling,"79,914"
2014,Nov,Recycle,R-Mixed recycling,"74,980"
2014,Dec,Recycle,R-Mixed recycling,"67,971"
2014,Jan,Compost,C-Organics,"93,932"
2014,Feb,Compost,C-Organics,"88,264"
2014,Mar,Compost,C-Organics,"103,340"
2014,Apr,Compost,C-Organics,"84,300"
2014,May,Compost,C-Organics,"68,932"
2014,Jun,Compost,C-Organics,"71,132"
2014,Jul,Compost,C-Organics,"82,536"
2014,Aug,Compost,C-Organics,"79,272"
2014,Sep,Compost,C-Organics,"72,656"
2014,Oct,Compost,C-Organics,"121,892"
2014,Nov,Compost,C-Organics,"54,948"
2014,Dec,Compost,C-Organics,"71,768"
2014,Jan,Landfill,L-Landfill,"126,240"
2014,Feb,Landfill,L-Landfill,"131,920"
2014,Mar,Landfill,L-Landfill,"122,880"
2014,Apr,Landfill,L-Landfill,"153,140"
2014,May,Landfill,L-Landfill,"165,296"
2014,Jun,Landfill,L-Landfill,"149,620"
2014,Jul,Landfill,L-Landfill,"68,920"
2014,Aug,Landfill,L-Landfill,"78,220"
2014,Sep,Landfill,L-Landfill,"95,400"
2014,Oct,Landfill,L-Landfill,"162,600"
2014,Nov,Landfill,L-Landfill,"127,740"
2014,Dec,Landfill,L-Landfill,"112,132"
2014,Jan,Compost,C-Organics,"36,000"
2014,Feb,Compost,C-Organics,"36,000"
2014,Mar,Compost,C-Organics,"36,000"
2014,Apr,Compost,C-Organics,"36,000"
2014,May,Compost,C-Organics,"36,000"
2014,Jun,Compost,C-Organics,"36,000"
2014,Jul,Compost,C-Organics,"36,000"
2014,Aug,Compost,C-Organics,"36,000"
2014,Sep,Compost,C-Organics,"36,000"
2014,Oct,Compost,C-Organics,"36,000"
2014,Nov,Compost,C-Organics,"36,000"
2014,Dec,Compost,C-Organics,"36,000"
2015,Aug,Reuse,D-Food Recovery Network,321
2015,Sep,Reuse,D-Food Recovery Network,381
2015,Oct,Reuse,D-Food Recovery Network,487.25
2015,Nov,Reuse,D-Food Recovery Network,650
2015,Dec,Reuse,D-Food Recovery Network,150
2015,Jun,Reuse,D-Donations,13980
2015,Dec,Recycle,R-Construction & Demolition,"3,497"
2015,Jan,Recycle,R-Mixed recycling,"50,976"
2015,Feb,Recycle,R-Mixed recycling,"57,631"
2015,Mar,Recycle,R-Mixed recycling,"65,373"
2015,Apr,Recycle,R-Mixed recycling,"81,706"
2015,May,Recycle,R-Mixed recycling,"94,619"
2015,Jun,Recycle,R-Mixed recycling,"120,178"
2015,Jul,Recycle,R-Mixed recycling,"58,063"
2015,Aug,Recycle,R-Mixed recycling,"62,658"
2015,Sep,Recycle,R-Mixed recycling,"92,585"
2015,Oct,Recycle,R-Mixed recycling,"101,345"
2015,Nov,Recycle,R-Mixed recycling,"73,666"
2015,Dec,Recycle,R-Mixed recycling,"73,696"
2015,Jan,Compost,C-Organics,"78,096"
2015,Feb,Compost,C-Organics,"84,708"
2015,Mar,Compost,C-Organics,"71,684"
2015,Apr,Compost,C-Organics,"57,456"
2015,May,Compost,C-Organics,"73,948"
2015,Jun,Compost,C-Organics,"89,600"
2015,Jul,Compost,C-Organics,"100,716"
2015,Aug,Compost,C-Organics,"79,092"
2015,Sep,Compost,C-Organics,"59,028"
2015,Oct,Compost,C-Organics,"143,032"
2015,Nov,Compost,C-Organics,"122,836"
2015,Dec,Compost,C-Organics,"98,876"
2015,Jan,Landfill,L-Landfill,"145,060"
2015,Feb,Landfill,L-Landfill,"149,310"
2015,Mar,Landfill,L-Landfill,"139,612"
2015,Apr,Landfill,L-Landfill,"151,820"
2015,May,Landfill,L-Landfill,"130,560"
2015,Jun,Landfill,L-Landfill,"110,000"
2015,Jul,Landfill,L-Landfill,"85,260"
2015,Aug,Landfill,L-Landfill,"57,000"
2015,Sep,Landfill,L-Landfill,"90,740"
2015,Oct,Landfill,L-Landfill,"116,040"
2015,Nov,Landfill,L-Landfill,"97,080"
2015,Dec,Landfill,L-Landfill,"83,180"
2015,Apr,Compost,C-Organics,"72,000"
2015,Jan,Compost,C-Organics,"72,000"
2015,Feb,Compost,C-Organics,"72,000"
2015,Mar,Compost,C-Organics,"72,000"
2015,May,Compost,C-Organics,"72,000"
2015,Jun,Compost,C-Organics,"72,000"
2015,Jul,Compost,C-Organics,"72,000"
2015,Aug,Compost,C-Organics,"72,000"
2015,Sep,Compost,C-Organics,"72,000"
2015,Oct,Compost,C-Organics,"72,000"
2015,Nov,Compost,C-Organics,"72,000"
2015,Dec,Compost,C-Organics,"72,000"
2016,Apr,Compost,C-Yardwaste,11740
2016,Apr,Compost,C-Yardwaste,10800
2016,Apr,Compost,C-Yardwaste,9380
2016,Apr,Compost,C-Yardwaste,8480
2016,Apr,Compost,C-Foodscraps,
2016,Apr,Compost,C-Foodscraps,1800
2016,Apr,Compost,C-Foodscraps,1800
2016,Apr,Compost,C-Foodscraps,1800
2016,Apr,Compost,C-Foodscraps,1800
2016,Apr,Compost,C-Foodscraps,1800
2016,Apr,Compost,C-Foodscraps,1800
2016,Apr,Compost,C-Foodscraps,1800
2016,Apr,Compost,C-Foodscraps,72000
2016,Aug,Compost,C-Yardwaste,10240
2016,Aug,Compost,C-Yardwaste,10880
2016,Aug,Compost,C-Yardwaste,16060
2016,Aug,Compost,C-Yardwaste,8840
2016,Aug,Compost,C-Yardwaste,10280
2016,Aug,Compost,C-Foodscraps,1800
2016,Aug,Compost,C-Foodscraps,1800
2016,Aug,Compost,C-Foodscraps,1800
2016,Aug,Compost,C-Foodscraps,72000
2016,Dec,Compost,C-Yardwaste,11860
2016,Dec,Compost,C-Yardwaste,9960
2016,Dec,Compost,C-Yardwaste,10360
2016,Dec,Compost,C-Yardwaste,10420
2016,Dec,Compost,C-Organics,48600
2016,Dec,Compost,C-Foodscraps,72000
2016,Feb,Compost,C-Yardwaste,10620
2016,Feb,Compost,C-Yardwaste,8580
2016,Feb,Compost,C-Yardwaste,10980
2016,Feb,Compost,C-Yardwaste,11740
2016,Feb,Compost,C-Foodscraps,1800
2016,Feb,Compost,C-Foodscraps,1800
2016,Feb,Compost,C-Foodscraps,1800
2016,Feb,Compost,C-Foodscraps,1800
2016,Feb,Compost,C-Foodscraps,1800
2016,Feb,Compost,C-Foodscraps,1800
2016,Feb,Compost,C-Foodscraps,1800
2016,Feb,Compost,C-Foodscraps,1800
2016,Feb,Compost,C-Foodscraps,1800
2016,Feb,Compost,C-Foodscraps,1800
2016,Feb,Compost,C-Foodscraps,1800
2016,Feb,Compost,C-Foodscraps,1800
2016,Feb,Compost,C-Foodscraps,1800
2016,Feb,Compost,C-Foodscraps,1800
2016,Feb,Compost,C-Foodscraps,1800
2016,Feb,Compost,C-Foodscraps,72000
2016,Jan,Compost,C-Yardwaste,14580
2016,Jan,Compost,C-Yardwaste,11420
2016,Jan,Compost,C-Yardwaste,8700
2016,Jan,Compost,C-Foodscraps,1800
2016,Jan,Compost,C-Foodscraps,1800
2016,Jan,Compost,C-Foodscraps,1800
2016,Jan,Compost,C-Foodscraps,1800
2016,Jan,Compost,C-Foodscraps,1800
2016,Jan,Compost,C-Foodscraps,1800
2016,Jan,Compost,C-Foodscraps,1800
2016,Jan,Compost,C-Foodscraps,1800
2016,Jan,Compost,C-Foodscraps,1800
2016,Jan,Compost,C-Foodscraps,1800
2016,Jan,Compost,C-Foodscraps,72000
2016,Jul,Compost,C-Yardwaste,10380
2016,Jul,Compost,C-Yardwaste,13360
2016,Jul,Compost,C-Yardwaste,11280
2016,Jul,Compost,C-Yardwaste,4560
2016,Jul,Compost,C-Foodscraps,1800
2016,Jul,Compost,C-Foodscraps,1800
2016,Jul,Compost,C-Foodscraps,72000
2016,Jun,Compost,C-Yardwaste,9240
2016,Jun,Compost,C-Yardwaste,8540
2016,Jun,Compost,C-Yardwaste,10420
2016,Jun,Compost,C-Yardwaste,7560
2016,Jun,Compost,C-Yardwaste,11300
2016,Jun,Compost,C-Yardwaste,7820
2016,Jun,Compost,C-Yardwaste,7840
2016,Jun,Compost,C-Yardwaste,1800
2016,Jun,Compost,C-Yardwaste,1800
2016,Jun,Compost,C-Yardwaste,1800
2016,Jun,Compost,C-Yardwaste,1800
2016,Jun,Compost,C-Yardwaste,1800
2016,Jun,Compost,C-Yardwaste,1800
2016,Jun,Compost,C-Yardwaste,1800
2016,Jun,Compost,C-Yardwaste,1800
2016,Jun,Compost,C-Yardwaste,72000
2016,Mar,Compost,C-Yardwaste,11020
2016,Mar,Compost,C-Yardwaste,13900
2016,Mar,Compost,C-Yardwaste,9840
2016,Mar,Compost,C-Yardwaste,10040
2016,Mar,Compost,C-Yardwaste,13620
2016,Mar,Compost,C-Foodscraps,1800
2016,Mar,Compost,C-Foodscraps,1800
2016,Mar,Compost,C-Foodscraps,1800
2016,Mar,Compost,C-Foodscraps,1800
2016,Mar,Compost,C-Foodscraps,1800
2016,Mar,Compost,C-Foodscraps,1800
2016,Mar,Compost,C-Foodscraps,1800
2016,Mar,Compost,C-Foodscraps,1800
2016,Mar,Compost,C-Foodscraps,1800
2016,Mar,Compost,C-Foodscraps,1800
2016,Mar,Compost,C-Organics,72000
2016,May,Compost,C-Yardwaste,10660
2016,May,Compost,C-Yardwaste,11760
2016,May,Compost,C-Yardwaste,10720
2016,May,Compost,C-Yardwaste,10240
2016,May,Compost,C-Yardwaste,7640
2016,May,Compost,C-Foodscraps,1800
2016,May,Compost,C-Foodscraps,1800
2016,May,Compost,C-Foodscraps,1800
2016,May,Compost,C-Foodscraps,1800
2016,May,Compost,C-Foodscraps,1800
2016,May,Compost,C-Foodscraps,1800
2016,May,Compost,C-Foodscraps,1800
2016,May,Compost,C-Foodscraps,1800
2016,May,Compost,C-Foodscraps,1800
2016,May,Compost,C-Foodscraps,1800
2016,May,Compost,C-Foodscraps,1800
2016,May,Compost,C-Foodscraps,1800
2016,May,Compost,C-Foodscraps,1800
2016,May,Compost,C-Foodscraps,1800
2016,May,Compost,C-Foodscraps,1800
2016,May,Compost,C-Foodscraps,72000
2016,Nov,Compost,C-Yardwaste,18000
2016,Nov,Compost,C-Yardwaste,8200
2016,Nov,Compost,C-Yardwaste,12260
2016,Nov,Compost,C-Foodscraps,72000
2016,Nov,Compost,C-Organics,48600
2016,Oct,Compost,C-Organics,"136,456"
2016,Sep,Compost,C-Yardwaste,13320
2016,Sep,Compost,C-Yardwaste,13620
2016,Sep,Compost,C-Yardwaste,12780
2016,Sep,Compost,C-Yardwaste,2620
2016,Sep,Compost,C-Yardwaste,6180
2016,Sep,Compost,C-Foodscraps,1800
2016,Sep,Compost,C-Foodscraps,1800
2016,Sep,Compost,C-Foodscraps,1800
2016,Sep,Compost,C-Foodscraps,1800
2016,Sep,Compost,C-Foodscraps,1800
2016,Sep,Compost,C-Foodscraps,72000
2016,Apr,Landfill,L-Landfill,552
2016,Apr,Landfill,L-Landfill,12880
2016,Apr,Landfill,L-Landfill,15600
2016,Apr,Landfill,L-Landfill,11640
2016,Apr,Landfill,L-Landfill,12300
2016,Apr,Landfill,L-Landfill,16860
2016,Apr,Landfill,L-Landfill,10080
2016,Apr,Landfill,L-Landfill,17400
2016,Apr,Landfill,L-Landfill,11440
2016,Apr,Landfill,L-Landfill,12800
2016,Apr,Landfill,L-Landfill,1104
2016,Apr,Landfill,L-Landfill,276
2016,Apr,Landfill,L-Landfill,1104
2016,Apr,Landfill,L-Landfill,1656
2016,Aug,Landfill,L-Landfill,552
2016,Aug,Landfill,L-Landfill,15160
2016,Aug,Landfill,L-Landfill,12800
2016,Aug,Landfill,L-Landfill,13960
2016,Aug,Landfill,L-Landfill,16740
2016,Aug,Landfill,L-Landfill,1104
2016,Aug,Landfill,L-Landfill,1104
2016,Aug,Landfill,L-Landfill,2208
2016,Dec,Landfill,L-Landfill,552
2016,Dec,Landfill,L-Landfill,10460
2016,Dec,Landfill,L-Landfill,14700
2016,Dec,Landfill,L-Landfill,19000
2016,Dec,Landfill,L-Landfill,15640
2016,Dec,Landfill,L-Landfill,9600
2016,Dec,Landfill,L-Landfill,8180
2016,Dec,Landfill,L-Landfill,1104
2016,Dec,Landfill,L-Landfill,1104
2016,Dec,Landfill,L-Landfill,1656
2016,Feb,Landfill,L-Landfill,552
2016,Feb,Landfill,L-Landfill,11240
2016,Feb,Landfill,L-Landfill,15980
2016,Feb,Landfill,L-Landfill,11840
2016,Feb,Landfill,L-Landfill,14980
2016,Feb,Landfill,L-Landfill,9440
2016,Feb,Landfill,L-Landfill,16360
2016,Feb,Landfill,L-Landfill,12400
2016,Feb,Landfill,L-Landfill,12920
2016,Feb,Landfill,L-Landfill,1104
2016,Feb,Landfill,L-Landfill,1104
2016,Feb,Landfill,L-Landfill,1656
2016,Jan,Landfill,L-Landfill,552
2016,Jan,Landfill,L-Landfill,14940
2016,Jan,Landfill,L-Landfill,12460
2016,Jan,Landfill,L-Landfill,14280
2016,Jan,Landfill,L-Landfill,13900
2016,Jan,Landfill,L-Landfill,7980
2016,Jan,Landfill,L-Landfill,14000
2016,Jan,Landfill,L-Landfill,14280
2016,Jan,Landfill,L-Landfill,15540
2016,Jan,Landfill,L-Landfill,1104
2016,Jan,Landfill,L-Landfill,1104
2016,Jan,Landfill,L-Landfill,1656
2016,Jul,Landfill,L-Landfill,552
2016,Jul,Landfill,L-Landfill,17400
2016,Jul,Landfill,L-Landfill,11660
2016,Jul,Landfill,L-Landfill,13540
2016,Jul,Landfill,L-Landfill,17280
2016,Jul,Landfill,L-Landfill,14620
2016,Jul,Landfill,L-Landfill,1104
2016,Jul,Landfill,L-Landfill,1104
2016,Jul,Landfill,L-Landfill,1656
2016,Jun,Landfill,L-Landfill,552
2016,Jun,Landfill,L-Landfill,2760
